District,Fine amount,Crime_Count,Category,Latitude,Longitude,Name,Rating,Review Count
santa monica,66.928,"7,551",italian,34.052299,-118.471102,Fresh Corn Grill,4,209
santa monica,66.928,"7,551",hawaiian,33.987676,-118.472369,French Market Cafe,4,686
beverly hills,66.7185,"9,368",mediterranean,34.045834,-118.433648,Spice Affair Beverly Hills Indian Restaurant,5,116
beverly hills,66.7185,"9,368",wine_bars,34.060136,-118.418572,La Fe Mexican Grill,4,150
santa monica,66.928,"7,551",newamerican,34.039242,-118.555488,Shunji Japanese Cuisine,4,90
santa monica,66.928,"7,551",streetvendors,33.986219,-118.473043,Jasmine Market & Deli,4.5,113
culver city,69.207,"11,185",pizza,34.010414,-118.410858,The Roof Garden,4.5,552
culver city,69.207,"11,185",newamerican,33.98425,-118.43809,Figtree's Café & Grill,4,195
beverly hills,66.7185,"9,368",bars,34.08396,-118.3848,The Polo Lounge,3.5,537
santa monica,66.928,"7,551",coffee,34.042073,-118.460884,Hinano Café,4,152
santa monica,66.928,"7,551",french,34.00849,-118.49241,Elabrew Coffee,3,24
santa monica,66.928,"7,551",newamerican,33.984098,-118.45068,Sensible Sensational Healthy Food,3.5,219
beverly hills,66.7185,"9,368",newamerican,34.057632,-118.44268,Lawry's The Prime Rib - Beverly Hills,4,584
santa monica,66.928,"7,551",french,33.987693,-118.458981,Naan Hut,4,560
beverly hills,66.7185,"9,368",indpak,34.066785,-118.376028,La Cabana Restaurant,4.5,579
santa monica,66.928,"7,551",newmexican,34.030968,-118.468472,The Doughroom,5,1
santa monica,66.928,"7,551",japanese,34.02836,-118.45161,Fromin's Delicatessen & Restaurant,4,312
culver city,69.207,"11,185",burmese,34.005743,-118.412309,The Buffalo Club,4.5,554
beverly hills,66.7185,"9,368",newamerican,34.065944,-118.41106,La Fiesta Brava,4,121
santa monica,66.928,"7,551",newamerican,33.993452,-118.479279,Shamshiri Grill,3.5,514
beverly hills,66.7185,"9,368",newamerican,34.081356,-118.414256,The Grain Cafe,4,606
santa monica,66.928,"7,551",divebars,33.979483,-118.466505,MTN,4,654
santa monica,66.928,"7,551",cafes,34.029847,-118.472751,Greenleaf Gourmet Chopshop,4.5,169
santa monica,66.928,"7,551",juicebars,34.013603,-118.493808,Cantinho Brasileiro,4.5,45
beverly hills,66.7185,"9,368",steak,34.067834,-118.376046,The Detour Bistro Bar,4,"3,861"
santa monica,66.928,"7,551",persian,34.045214,-118.453453,Rapha Los Angeles,4,381
santa monica,66.928,"7,551",mexican,34.000984,-118.468242,Meat Your Seoul,3.5,802
culver city,69.207,"11,185",newamerican,34.025541,-118.412644,El Texate,4,605
santa monica,66.928,"7,551",delis,34.030269,-118.484013,Sushi Zo,3,454
santa monica,66.928,"7,551",newamerican,34.020806,-118.478834,Ladurée Beverly Hills,3,234
santa monica,66.928,"7,551",mexican,33.99672,-118.4774,Flame International Kabob House,4.5,425
beverly hills,66.7185,"9,368",mideastern,34.051592,-118.438381,Flaming Pot,4,"1,340"
culver city,69.207,"11,185",vegan,34.022279,-118.39965,Kalbis Grill,5,20
santa monica,66.928,"7,551",izakaya,33.99134,-118.4679,Uzumaki,3.5,272
santa monica,66.928,"7,551",salad,33.991398,-118.468333,Sorrento Italian Market,3.5,332
culver city,69.207,"11,185",brazilian,34.015668,-118.412794,Palmeri Ristorante,4.5,25
santa monica,66.928,"7,551",sandwiches,34.053254,-118.470066,Coconut Man LA,4,118
culver city,69.207,"11,185",french,33.99696,-118.430382,In-N-Out Burger,4,251
santa monica,66.928,"7,551",bikes,34.016993,-118.495632,Divino,4.5,31
beverly hills,66.7185,"9,368",asianfusion,34.059932,-118.446551,Héritage Fine Wines,4,92
santa monica,66.928,"7,551",mexican,34.009228,-118.487641,Kimukatsu,3.5,226
culver city,69.207,"11,185",japanese,34.031102,-118.400832,La Table de Sophie & Le Bar de Simon,4,734
beverly hills,66.7185,"9,368",french,34.06854,-118.40103,41 Ocean,3.5,328
santa monica,66.928,"7,551",mediterranean,34.046049,-118.449421,The Overland Tap + Kitchen,4,416
culver city,69.207,"11,185",taiwanese,34.037695,-118.44058,Pink Elephant Venice,3.5,218
culver city,69.207,"11,185",bbq,34.039764,-118.438042,The Firehouse,4.5,199
culver city,69.207,"11,185",sushi,34.009798,-118.411346,Equelecuá Cuban Cafe,4.5,440
culver city,69.207,"11,185",grocery,33.99277,-118.395165,Lee's Chinese Fast Food,4.5,455
santa monica,66.928,"7,551",italian,34.053505,-118.463814,Madeo Restaurant,4,242
santa monica,66.928,"7,551",markets,34.046954,-118.525702,En Sushi,5,6
santa monica,66.928,"7,551",burgers,33.9917,-118.44606,Killer Cafe,4,625
santa monica,66.928,"7,551",italian,34.06407,-118.46946,Urasawa,4,159
beverly hills,66.7185,"9,368",steak,34.089779,-118.392758,Cafe Brasil,4,"1,766"
beverly hills,66.7185,"9,368",wine_bars,34.071821,-118.402113,Blue Fish Entertainment,4.5,115
culver city,69.207,"11,185",japanese,34.03895,-118.442339,Cafe 50's,3.5,450
beverly hills,66.7185,"9,368",wine_bars,34.05557,-118.4415,Chitchat Coffee + Matcha,4.5,28
santa monica,66.928,"7,551",lounges,34.012023,-118.495033,Seoul House of Tofu,3,179
culver city,69.207,"11,185",newamerican,34.022355,-118.409972,Enzo & Angela,4,"1,390"
santa monica,66.928,"7,551",juicebars,33.991292,-118.477129,The Honor Bar,4.5,22
santa monica,66.928,"7,551",tradamerican,33.996429,-118.477706,Ono Hawaiian BBQ,3,439
culver city,69.207,"11,185",mediterranean,33.976181,-118.41654,Kayndaves,4.5,481
inglewood,73.2856,"8,642",cuban,33.960893,-118.376145,Millcross Coffee Bar & Kitchen,4,779
santa monica,66.928,"7,551",chinese,34.025772,-118.483379,Ruth's Chris Steak House,3,71
beverly hills,66.7185,"9,368",italian,34.068446,-118.403545,Boba Bear,4,749
santa monica,66.928,"7,551",japanese,34.044368,-118.455322,IHOP,4,695
santa monica,66.928,"7,551",breakfast_brunch,33.983489,-118.456491,Dialog Cafe,3,732
beverly hills,66.7185,"9,368",japanese,34.067431,-118.400994,Killer Shrimp,4.5,498
culver city,69.207,"11,185",brazilian,33.999332,-118.418307,Juicy Ladies,4,805
santa monica,66.928,"7,551",sushi,34.01485,-118.49833,Campos Famous Burritos,5,2
santa monica,66.928,"7,551",diners,34.044642,-118.454945,Aroma Cafe,3.5,962
santa monica,66.928,"7,551",coffee,34.04276,-118.4448,Kotoya Ramen,4,178
culver city,69.207,"11,185",korean,34.039221,-118.442666,Loqui,3.5,848
santa monica,66.928,"7,551",italian,34.049553,-118.461515,Porta Via Palisades,4,282
beverly hills,66.7185,"9,368",bars,34.06617,-118.39872,Hurry Curry of Tokyo,5,"1,536"
santa monica,66.928,"7,551",hawaiian,34.0406,-118.46404,Frida Tacos - Brentwood,3.5,220
santa monica,66.928,"7,551",mexican,34.046669,-118.525032,Tempura Endo,4,173
culver city,69.207,"11,185",breakfast_brunch,34.010176,-118.411135,31 Ten Lounge,4.5,13
culver city,69.207,"11,185",steak,33.986639,-118.442089,Fresh Brothers Santa Monica,4,638
santa monica,66.928,"7,551",mexican,34.032902,-118.452894,Earth Wind & Flour,4,424
santa monica,66.928,"7,551",cafes,34.04067,-118.4639,Blue Ribbon Sushi,4,385
santa monica,66.928,"7,551",breakfast_brunch,34.04008,-118.4633,Kura Revolving Sushi Bar,4,206
west hollywood,69.132,"28,891",cafes,34.090509,-118.38285,Janga by Derrick's Jamaican Cuisine,5,"1,435"
santa monica,66.928,"7,551",newamerican,33.983483,-118.456673,Crustacean Beverly Hills,4,"2,413"
santa monica,66.928,"7,551",coffee,34.03993,-118.55476,Urban Plates,4.5,92
santa monica,66.928,"7,551",mexican,34.01945,-118.469127,Allegra California Cafe,3,174
culver city,69.207,"11,185",mediterranean,34.039927,-118.423343,Galbi King,4,307
culver city,69.207,"11,185",ramen,34.028755,-118.411274,Fat Sal's Deli - Westwood,4,504
culver city,69.207,"11,185",mexican,34.027435,-118.387498,Simply Salad,4.5,602
west hollywood,69.132,"28,891",ramen,34.090635,-118.371973,EP & LP,4.5,29
santa monica,66.928,"7,551",newamerican,34.048252,-118.525107,Venice Beach Bar & Kitchen,3,68
culver city,69.207,"11,185",japacurry,34.038804,-118.442235,HomeState,4,"1,459"
santa monica,66.928,"7,551",mexican,34.047653,-118.490528,Quiadaiyn Restaurant,3.5,107
beverly hills,66.7185,"9,368",japanese,34.067534,-118.409067,Pop Candy,4,67
santa monica,66.928,"7,551",lounges,33.997578,-118.47953,Farmhouse,3,371
santa monica,66.928,"7,551",pizza,34.018537,-118.48959,CUT,4,353
santa monica,66.928,"7,551",italian,34.033122,-118.480789,Toscana,3.5,307
el segundo,69.0197,"2,527",mexican,33.95998,-118.41685,Sinners & Saints Desserts Venice,5,"1,929"
santa monica,66.928,"7,551",sushi,34.047182,-118.524464,Sakura House,4,54
culver city,69.207,"11,185",sushi,34.03915,-118.44167,Playa Provisions,3.5,867
culver city,69.207,"11,185",caribbean,34.02475,-118.39419,Emily Grill,4,336
beverly hills,66.7185,"9,368",vietnamese,34.069073,-118.406041,Tajrish Persian Cuisine,4,368
culver city,69.207,"11,185",newamerican,33.977575,-118.416553,Islands Restaurant,4,630
culver city,69.207,"11,185",newamerican,34.002721,-118.406773,Bamboo Restaurant,4.5,39
culver city,69.207,"11,185",korean,34.02666,-118.430836,Grey Block Pizza,3,532
beverly hills,66.7185,"9,368",breakfast_brunch,34.073813,-118.377492,The Henry,3.5,290
beverly hills,66.7185,"9,368",delis,34.062496,-118.448029,Muma Kitchen,4,"1,173"
santa monica,66.928,"7,551",salad,34.014733,-118.496709,The Palace Seafood & Dim Sum,3.5,275
west hollywood,69.132,"28,891",bars,34.082101,-118.376655,House of Meatballs,3,"1,290"
santa monica,66.928,"7,551",divebars,33.994181,-118.479844,Casa Escobar,4,93
culver city,69.207,"11,185",tex-mex,33.980725,-118.407958,Tasty Noodle House,4,88
beverly hills,66.7185,"9,368",mexican,34.066434,-118.407324,Rick's Tavern On Main,4.5,57
culver city,69.207,"11,185",mexican,34.003606,-118.432984,Steak ’n Shake,5,129
santa monica,66.928,"7,551",foodstands,34.033482,-118.473663,Clementine,5,32
beverly hills,66.7185,"9,368",newamerican,34.073519,-118.37675,Sweet Laurel Bakery,4,468
beverly hills,66.7185,"9,368",steak,34.06665,-118.400684,Pupusas Yeni,4,"1,597"
santa monica,66.928,"7,551",italian,34.05431,-118.46323,Mr. Sate,4,270
santa monica,66.928,"7,551",bakeries,33.99114,-118.44875,The Warehouse Restaurant,4.5,513
santa monica,66.928,"7,551",bbq,33.992062,-118.443913,Electric Avenue Chef,4,310
el segundo,69.0197,"2,527",newamerican,33.957807,-118.449641,Los Cocos Panaderia y Pupuseria,4,"1,056"
culver city,69.207,"11,185",korean,34.022432,-118.399806,All India Cafe - West LA,5,138
santa monica,66.928,"7,551",persian,33.983207,-118.460473,Catch LA,4,369
santa monica,66.928,"7,551",burgers,33.981132,-118.463303,King's Gyro & Kabob,3.5,347
culver city,69.207,"11,185",caribbean,34.017369,-118.410284,Petrossian Restaurant & Boutique,4,430
santa monica,66.928,"7,551",pizza,34.018747,-118.471403,Tom's Sushi House,3.5,306
beverly hills,66.7185,"9,368",newamerican,34.076269,-118.383588,Acai Dream Bowl Truck,4,650
beverly hills,66.7185,"9,368",turkish,34.04764,-118.434671,Perry's Cafe & Bike Rental,4,362
santa monica,66.928,"7,551",dimsum,34.04959,-118.46119,Lukshon,3,557
beverly hills,66.7185,"9,368",italian,34.060856,-118.446657,Kogi Taqueria,4,410
santa monica,66.928,"7,551",mexican,34.035378,-118.478187,STK Los Angeles,3.5,279
culver city,69.207,"11,185",shanghainese,34.038905,-118.442053,Katsuya Brentwood,3.5,203
santa monica,66.928,"7,551",newamerican,33.999385,-118.480896,Gelson's,3.5,306
santa monica,66.928,"7,551",burgers,34.01465,-118.494548,Smokehouse BBQ,2.5,600
beverly hills,66.7185,"9,368",bakeries,34.060306,-118.420859,New York Bagel Co.,4,"1,014"
santa monica,66.928,"7,551",bakeries,34.047232,-118.525335,Literati Cafe,4,72
santa monica,66.928,"7,551",latin,34.045565,-118.449784,Venice Ale House,4.5,16
culver city,69.207,"11,185",indonesian,34.026994,-118.408793,Mercedes Bar & Grille,4.5,206
santa monica,66.928,"7,551",seafood,33.982926,-118.44463,Bianca Bakery,3,903
santa monica,66.928,"7,551",personalchefs,33.991342,-118.466581,Santa Maria Barbeque,5,3
culver city,69.207,"11,185",vegan,33.989584,-118.41888,Mary & Robb's Westwood Cafe,4.5,133
santa monica,66.928,"7,551",indpak,34.040352,-118.46382,Tamara's Tamales,4,504
beverly hills,66.7185,"9,368",sushi,34.081282,-118.383591,Saint Marc,4,"2,385"
santa monica,66.928,"7,551",foodtrucks,33.98777,-118.47177,Katana,5,1
beverly hills,66.7185,"9,368",french,34.07776,-118.38395,James' Beach,4.5,593
santa monica,66.928,"7,551",korean,34.039796,-118.465563,Reel Inn Malibu,4,310
santa monica,66.928,"7,551",foodtrucks,34.016271,-118.490619,Qin West Noodle,4.5,41
santa monica,66.928,"7,551",cafes,34.018938,-118.50682,Cafe Buna,3,52
culver city,69.207,"11,185",asianfusion,34.029885,-118.384336,Sea Salt Poke,4,900
culver city,69.207,"11,185",mexican,34.024505,-118.411181,Kima Bites,3.5,562
beverly hills,66.7185,"9,368",steak,34.06305,-118.44096,Genwa Korean BBQ,4,503
santa monica,66.928,"7,551",sushi,34.053486,-118.468384,Good Morning Vietnam,4,"1,020"
santa monica,66.928,"7,551",delis,34.007154,-118.475,Madre Oaxacan Restaurant and Mezcaleria,3.5,96
santa monica,66.928,"7,551",bbq,34.02918,-118.47216,Trading Post Liquor Mart,5,1
santa monica,66.928,"7,551",bagels,34.05351,-118.46315,Asuka,4,222
santa monica,66.928,"7,551",tradamerican,34.053675,-118.464097,Trimana,4,412
santa monica,66.928,"7,551",coffee,34.04448,-118.46749,Caffe Pinguini Italian Restaurant,4,"1,209"
santa monica,66.928,"7,551",newamerican,33.99464,-118.480227,Juice Crafters,3.5,931
santa monica,66.928,"7,551",cuban,33.97915,-118.46619,West Restaurant & Lounge,3.5,445
culver city,69.207,"11,185",french,34.02676,-118.38816,Vibrato Grill Jazz,4,17
culver city,69.207,"11,185",bbq,34.02058,-118.40132,Tres By José Andrés,4.5,30
beverly hills,66.7185,"9,368",tradamerican,34.05428,-118.441177,Don Antonio's,4,388
culver city,69.207,"11,185",sandwiches,34.029823,-118.410697,Sunny Grill,4.5,117
santa monica,66.928,"7,551",mexican,33.992203,-118.443967,Meizhou Dongpo Restaurant,4,185
beverly hills,66.7185,"9,368",newamerican,34.05996,-118.41982,Sampa's Pizza,3.5,172
west hollywood,69.132,"28,891",sushi,34.095141,-118.374456,Gjelina Take Away,4,"1,656"
santa monica,66.928,"7,551",newamerican,33.98475,-118.470372,L&L Hawaiian Barbecue,3.5,745
santa monica,66.928,"7,551",seafood,34.039803,-118.581652,Monte Alban Restaurant,3.5,915
beverly hills,66.7185,"9,368",chinese,34.05056,-118.43806,Food,3.5,233
santa monica,66.928,"7,551",coffee,33.983166,-118.459635,Cecconi's West Hollywood,4,964
culver city,69.207,"11,185",seafood,34.03822,-118.44166,Estiatorio Louká,4.5,366
santa monica,66.928,"7,551",desserts,34.02665,-118.45637,Bibigo,5,1
beverly hills,66.7185,"9,368",korean,34.069146,-118.376171,Afghani Kabob House,4.5,784
el segundo,69.0197,"2,527",vietnamese,33.961209,-118.445803,The Six Chow House,4,157
culver city,69.207,"11,185",mexican,34.0287,-118.41144,Hidden Garden Thai Cuisine,4,766
santa monica,66.928,"7,551",beer_and_wine,33.989365,-118.472305,FIN Asian Tapas - Culver City,4.5,7
beverly hills,66.7185,"9,368",sushi,34.053066,-118.44003,Urth Caffé- Melrose,4.5,168
santa monica,66.928,"7,551",delis,34.028864,-118.472171,El Taco Toro,3,48
beverly hills,66.7185,"9,368",mediterranean,34.061145,-118.44624,Hopdoddy Burger Bar,4,412
el segundo,69.0197,"2,527",italian,33.957466,-118.449517,Perrys Cafe and Beach Rentals,4,285
santa monica,66.928,"7,551",breakfast_brunch,34.019209,-118.455666,Wildcraft,4,92
santa monica,66.928,"7,551",newamerican,34.073892,-118.468143,Shuck House,4,583
beverly hills,66.7185,"9,368",newamerican,34.127369,-118.444386,Mizu 212,4,665
beverly hills,66.7185,"9,368",breakfast_brunch,34.070043,-118.376814,Coral Tree Cafe,4,426
santa monica,66.928,"7,551",mexican,34.031103,-118.447084,Yard House,4,"1,194"
culver city,69.207,"11,185",tradamerican,34.00594,-118.4301,The Shack In The Back,4,300
beverly hills,66.7185,"9,368",szechuan,34.058603,-118.419048,Great Khan's -Santa Monica Place,3,730
beverly hills,66.7185,"9,368",tradamerican,34.04627,-118.43423,Lucques,4,911
santa monica,66.928,"7,551",pizza,33.983071,-118.460056,Nagao,4.5,76
santa monica,66.928,"7,551",breakfast_brunch,33.990519,-118.465029,The Britannia Pub,4,579
santa monica,66.928,"7,551",hawaiian,33.986283,-118.443324,Palma,4,87
santa monica,66.928,"7,551",mexican,34.0419,-118.46117,Chaumont,4,591
culver city,69.207,"11,185",sandwiches,34.04414,-118.42143,Industry Cafe & Jazz,4,861
beverly hills,66.7185,"9,368",italian,34.08057,-118.38496,Guido's,4,"1,342"
beverly hills,66.7185,"9,368",greek,34.069946,-118.400028,Taco Stand on Centinela and Venice,4.5,151
culver city,69.207,"11,185",korean,34.03793,-118.44081,Il Tramezzino - Beverly Hills,4,98
beverly hills,66.7185,"9,368",afghani,34.06531,-118.37811,Brentwood Restaurant & Lounge,4.5,279
culver city,69.207,"11,185",newamerican,34.04197,-118.42398,Cafe Chez Marie,4,696
culver city,69.207,"11,185",thai,33.999898,-118.401767,Real Food Daily,4,429
culver city,69.207,"11,185",asianfusion,33.997343,-118.426339,Venice Bakery & Restaurant,4,667
west hollywood,69.132,"28,891",coffee,34.082153,-118.378936,Aloha Fridays,4,"2,766"
culver city,69.207,"11,185",mexican,33.99371,-118.41466,Shake Shack,5,154
culver city,69.207,"11,185",tradamerican,33.976368,-118.417789,Señorita's Tamales,4,731
santa monica,66.928,"7,551",bikerentals,34.005009,-118.490262,The Backhouse,2.5,19
culver city,69.207,"11,185",pizza,34.022053,-118.39629,Johnnie's New York Pizzeria,4,955
beverly hills,66.7185,"9,368",seafood,34.057835,-118.418746,BAD Sushi,4,49
santa monica,66.928,"7,551",japanese,34.040988,-118.443474,Cousins Maine Lobster Restaurant,3.5,581
santa monica,66.928,"7,551",breakfast_brunch,34.05422,-118.46379,Oma's Puffers  - Mini Dutch Pancakes Treats,4,"1,093"
culver city,69.207,"11,185",newamerican,33.986721,-118.441694,A La Carte Thai Bistro,3.5,898
santa monica,66.928,"7,551",coffee,34.077609,-118.468633,Maharaja Cuisine Of India,4,58
santa monica,66.928,"7,551",mongolian,34.013622,-118.493805,Mori Sushi,3.5,55
west hollywood,69.132,"28,891",newamerican,34.08224,-118.3753,Bistro Jolie,4,"1,116"
santa monica,66.928,"7,551",sushi,34.048317,-118.491124,Doomie’s,4,298
santa monica,66.928,"7,551",pubs,34.015951,-118.495425,Wharo Korean Charcoal BBQ,3.5,340
santa monica,66.928,"7,551",lounges,34.021335,-118.495096,Mardi Restaurant,3,8
beverly hills,66.7185,"9,368",bakeries,34.06609,-118.399262,The Jerk Spot Jamaican Restaurant,4.5,692
culver city,69.207,"11,185",ethiopian,34.031731,-118.377423,The Bel-Air,4,313
santa monica,66.928,"7,551",italian,34.041045,-118.461769,Deus Ex Machina,3.5,428
culver city,69.207,"11,185",tacos,34.004474,-118.434084,The Dining Room,4.5,79
beverly hills,66.7185,"9,368",italian,34.071719,-118.401729,Backyard Bowls,4,567
beverly hills,66.7185,"9,368",bbq,34.069205,-118.376543,Gravlax,4,"1,116"
santa monica,66.928,"7,551",tradamerican,34.065068,-118.469313,Javier's Century City,3.5,166
beverly hills,66.7185,"9,368",breakfast_brunch,34.053085,-118.431062,Wally's Beverly Hills,3.5,344
west hollywood,69.132,"28,891",breakfast_brunch,34.07858,-118.37618,Cafe Milan,4,"1,372"
culver city,69.207,"11,185",bakeries,34.01556,-118.41328,Es Con Sabor West,4,309
culver city,69.207,"11,185",japanese,33.978904,-118.437985,Native Foods,4,"1,416"
santa monica,66.928,"7,551",foodtrucks,34.031683,-118.457236,Echigo,5,1
west hollywood,69.132,"28,891",burgers,34.088731,-118.377271,Ayara Thai Cuisine,4,"1,723"
culver city,69.207,"11,185",mexican,34.030114,-118.402746,U-Zen Japanese,4.5,34
culver city,69.207,"11,185",sushi,34.03962,-118.4302,Nina's Mexican Food,4,848
santa monica,66.928,"7,551",pizza,34.0481,-118.46312,THAI THAI THAI,3.5,52
santa monica,66.928,"7,551",japanese,34.04462,-118.45474,Moto Azabu Sushi Bar & Grill,4,511
west hollywood,69.132,"28,891",seafood,34.088384,-118.378741,The Stand,4,670
culver city,69.207,"11,185",catering,33.976921,-118.417252,Tender Grill Gourmet Brazilian Kitchen,5,25
culver city,69.207,"11,185",thai,33.996819,-118.428745,Western Bagel Too,4,299
beverly hills,66.7185,"9,368",indpak,34.056293,-118.442557,Seabutter,4.5,304
culver city,69.207,"11,185",sushi,34.033211,-118.442162,Nick's Coffee Shop,4,327
beverly hills,66.7185,"9,368",french,34.126925,-118.44435,Kopan Ramen - UCLA,4.5,63
culver city,69.207,"11,185",vegan,34.02074,-118.39634,Mr Chow,4,81
santa monica,66.928,"7,551",korean,33.989845,-118.447538,Hannosuke,3.5,446
west hollywood,69.132,"28,891",newamerican,34.090946,-118.375465,Taiko,4,150
culver city,69.207,"11,185",caribbean,34.02759,-118.390968,SAUSAL,4,343
santa monica,66.928,"7,551",newamerican,34.077369,-118.468733,Cafe Laurent,4,194
santa monica,66.928,"7,551",fashion,33.99441,-118.45286,Poke Me,4,276
santa monica,66.928,"7,551",newamerican,34.015445,-118.499105,Chell sotoon Grill,3.5,100
west hollywood,69.132,"28,891",vegetarian,34.076205,-118.370268,Sake House by Hikari,4.5,456
culver city,69.207,"11,185",scandinavian,33.996813,-118.428552,El Pollo Loco,4,217
beverly hills,66.7185,"9,368",mexican,34.05996,-118.41982,La Tostaderia,3,808
beverly hills,66.7185,"9,368",newamerican,34.0713,-118.402,Kassi Club,4,722
el segundo,69.0197,"2,527",breakfast_brunch,33.959547,-118.448484,Olive Garden Italian Restaurant,4,351
culver city,69.207,"11,185",salvadoran,34.020469,-118.404583,Bocho Camaron,4,117
beverly hills,66.7185,"9,368",vegan,34.059975,-118.446068,Bru's Wiffle Marina Del Rey,4,"1,387"
santa monica,66.928,"7,551",sushi,34.040027,-118.464797,C&M Cafe,4,458
inglewood,73.2856,"8,642",thai,33.95878,-118.39451,Sam's Bagels,4,"1,980"
santa monica,66.928,"7,551",japanese,34.041611,-118.46155,Rocco's Tavern,4,408
santa monica,66.928,"7,551",mexican,34.04578,-118.44813,Orgasmo De La Boca,4,340
beverly hills,66.7185,"9,368",thai,34.05716,-118.44323,Volcano Tea House,5,1
santa monica,66.928,"7,551",sushi,33.98308,-118.46082,Cafe at the Getty Villa,4.5,242
beverly hills,66.7185,"9,368",newamerican,34.057968,-118.414383,The Empanada Factory,4,235
culver city,69.207,"11,185",foodtrucks,33.999,-118.43041,Röckenwagner Bakery,4.5,112
santa monica,66.928,"7,551",bakeries,34.044083,-118.454155,Gourmando,4,277
beverly hills,66.7185,"9,368",japanese,34.059495,-118.390034,Thai Dishes on Broadway,4.5,297
beverly hills,66.7185,"9,368",breakfast_brunch,34.0532,-118.37709,Gourmet Food Trucks at the Victorian,4,803
beverly hills,66.7185,"9,368",ramen,34.06078,-118.44603,Lime,4,324
beverly hills,66.7185,"9,368",chinese,34.06816,-118.40314,Julie Goes Green,3,861
culver city,69.207,"11,185",japanese,34.004959,-118.433594,Ocean Park Pizza,4,320
santa monica,66.928,"7,551",japanese,34.053868,-118.465276,Locanda Veneta,4,214
beverly hills,66.7185,"9,368",tradamerican,34.058161,-118.419621,Topanga Living Cafe,3.5,473
el segundo,69.0197,"2,527",mexican,33.918153,-118.416095,T's Thai,4,679
culver city,69.207,"11,185",french,34.011884,-118.400829,MoGo Coffee,4,"1,048"
beverly hills,66.7185,"9,368",hawaiian,34.057957,-118.443141,The Coffee Company,4.5,614
beverly hills,66.7185,"9,368",persian,34.07134,-118.37615,Flaming Tacos,5,2
santa monica,66.928,"7,551",japanese,34.016815,-118.495087,Food Truck La Fortaleza,3,879
santa monica,66.928,"7,551",hotdogs,34.012055,-118.48298,Simonette,4,99
santa monica,66.928,"7,551",tacos,33.99162,-118.469809,The Corner Door,4,98
west hollywood,69.132,"28,891",mediterranean,34.07284,-118.37402,La Bruschetta Ristorante,4,80
santa monica,66.928,"7,551",bikerentals,34.000337,-118.486229,BRÜ HAUS,3,237
culver city,69.207,"11,185",italian,33.985037,-118.395061,Rejuice,3,587
santa monica,66.928,"7,551",foodtrucks,33.99822,-118.45997,SanSai,5,15
santa monica,66.928,"7,551",breakfast_brunch,33.98932,-118.4494,Stacy's Cookie Lounge,4,97
santa monica,66.928,"7,551",newamerican,34.064272,-118.469031,Acai Nation,4,451
culver city,69.207,"11,185",sandwiches,34.026039,-118.412277,Sasabune Express,4,369
santa monica,66.928,"7,551",bagels,33.999523,-118.480698,Zafran Pot,3,89
beverly hills,66.7185,"9,368",pizza,34.06191,-118.44764,Pizzaoki,4.5,325
santa monica,66.928,"7,551",gourmet,33.995009,-118.462987,Gran Blanco,5,1
culver city,69.207,"11,185",taiwanese,34.03909,-118.442532,Menya Musashi LA,4,"1,291"
santa monica,66.928,"7,551",mediterranean,34.046092,-118.565201,Mao's Kitchen,4,186
culver city,69.207,"11,185",argentine,34.038746,-118.388565,The Wood,4,296
culver city,69.207,"11,185",bakeries,33.995739,-118.437851,Submariner,4,310
beverly hills,66.7185,"9,368",newamerican,34.067468,-118.383816,Tapatia Mexican Food,4,63
santa monica,66.928,"7,551",thai,34.013459,-118.495873,Lucille's Smokehouse Bar-B-Que,3,571
santa monica,66.928,"7,551",foodtrucks,34.002026,-118.483847,Nerano,3.5,25
santa monica,66.928,"7,551",pizza,34.029884,-118.465615,Dear John’s,4,58
culver city,69.207,"11,185",vegan,34.019083,-118.421686,Poom Thai Cuisine,4.5,155
culver city,69.207,"11,185",mexican,34.020608,-118.404542,Hangry Moon's,4.5,576
santa monica,66.928,"7,551",pizza,34.018839,-118.456238,The Farm of Beverly Hills,4,133
beverly hills,66.7185,"9,368",italian,34.07339,-118.3809,Bin 73,4.5,480
calabasas,72.5565,"19,580",cafes,34.116403,-118.59194,Brennan's,4,153
santa monica,66.928,"7,551",juicebars,34.053612,-118.464948,Donut King,4,268
santa monica,66.928,"7,551",thai,34.01886,-118.497867,Bar Toscana,3,315
santa monica,66.928,"7,551",coffee,33.99918,-118.48117,Green Table Cafe,4,156
santa monica,66.928,"7,551",coffee,34.01554,-118.494231,Palms Ramen Yumeya,4.5,34
inglewood,73.2856,"8,642",coffee,33.957594,-118.394536,Popcorn Chicken,4,"1,444"
santa monica,66.928,"7,551",mexican,34.05817,-118.491973,Hollywood Pies,3.5,12
santa monica,66.928,"7,551",foodtrucks,33.98951,-118.46316,Brother Cousins Tacos,4.5,28
culver city,69.207,"11,185",french,34.02293,-118.39348,Tut's Grill,4,133
culver city,69.207,"11,185",newamerican,33.996977,-118.430628,Hasiba,3.5,468
beverly hills,66.7185,"9,368",italian,34.052513,-118.43955,Johnnie's Pastrami Restaurant,4.5,233
santa monica,66.928,"7,551",gastropubs,34.04777,-118.46354,Croft Alley,3.5,459
west hollywood,69.132,"28,891",bubbletea,34.072953,-118.37556,JP's Sports Bar and Grill,4.5,916
santa monica,66.928,"7,551",juicebars,34.026523,-118.455459,null,4.5,242
